Total Nacional;Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Total Nacional;15 Navarra, Comunidad Foral de;De 45 a 49 años;Mujeres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Total;2021;1,947
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Total;2020;1,980
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Total;2019;2,003
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Total;2018;4,061
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Hombres;2021;3,812
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Hombres;2020;3,904
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Hombres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Hombres;2018;8,019
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Mujeres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Mujeres;2019;4,061
Total Nacional;15 Navarra, Comunidad Foral de;De 50 a 54 años;Mujeres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Total;2021;2,107
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Total;2020;8,605
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Total;2019;2,202
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Total;2018;2,261
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Hombres;2021;4,189
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Hombres;2020;17,138
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Hombres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Hombres;2018;4,497
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Mujeres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Mujeres;2019;4,424
Total Nacional;15 Navarra, Comunidad Foral de;De 55 a 59 años;Mujeres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Total;2021;7,196
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Total;2020;2,455
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Total;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Total;2018;2,613
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Hombres;2021;9,635
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Hombres;2020;4,932
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Hombres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Hombres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Mujeres;2021;4,778
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Mujeres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 60 a 64 años;Mujeres;2018;5,220
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Total;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Total;2020;2,939
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Total;2019;5,962
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Total;2018;2,986
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Hombres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Hombres;2020;5,988
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Hombres;2019;12,134
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Hombres;2018;6,083
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Mujeres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Mujeres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 65 a 69 años;Mujeres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Total;2021;3,206
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Total;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Total;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Total;2018;6,602
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Hombres;2021;6,735
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Hombres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Hombres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Hombres;2018;13,936
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Mujeres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Mujeres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 70 a 74 años;Mujeres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Total;2021;7,724
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Total;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Total;2019;16,915
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Total;2018;9,053
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Hombres;2021;16,791
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Hombres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Hombres;2019;9,227
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Hombres;2018;19,838
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Mujeres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Mujeres;2019;23,419
Total Nacional;15 Navarra, Comunidad Foral de;De 75 a 79 años;Mujeres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Total;2021;5,724
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Total;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Total;2019;10,989
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Total;2018;5,269
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Hombres;2021;13,667
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Hombres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Hombres;2019;26,274
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Hombres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Mujeres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Mujeres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 80 a 84 años;Mujeres;2018;9,039
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Total;2021;6,947
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Total;2020;13,909
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Total;2019;13,926
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Total;2018;14,118
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Hombres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Hombres;2020;18,970
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Hombres;2019;38,039
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Hombres;2018;38,730
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Mujeres;2021;11,008
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Mujeres;2020;10,980
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Mujeres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 85 a 89 años;Mujeres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Total;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Total;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Total;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Total;2018;15,224
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Hombres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Hombres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Hombres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Hombres;2018;52,597
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Mujeres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Mujeres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;De 90 a 94 años;Mujeres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Total;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Total;2020;46,089
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Total;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Total;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Hombres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Hombres;2020;199,466
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Hombres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Hombres;2018;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Mujeres;2021;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Mujeres;2020;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Mujeres;2019;0,000
Total Nacional;15 Navarra, Comunidad Foral de;95 y más años;Mujeres;2018;0,000
Total Nacional;16 País Vasco;Todas las edades;Total;2021;2,630
Total Nacional;16 País Vasco;Todas las edades;Total;2020;2,421
Total Nacional;16 País Vasco;Todas las edades;Total;2019;3,117
Total Nacional;16 País Vasco;Todas las edades;Total;2018;2,716
Total Nacional;16 País Vasco;Todas las edades;Hombres;2021;4,383
Total Nacional;16 País Vasco;Todas las edades;Hombres;2020;3,493
Total Nacional;16 País Vasco;Todas las edades;Hombres;2019;5,210
Total Nacional;16 País Vasco;Todas las edades;Hombres;2018;4,090
Total Nacional;16 País Vasco;Todas las edades;Mujeres;2021;0,971
Total Nacional;16 País Vasco;Todas las edades;Mujeres;2020;1,416
Total Nacional;16 País Vasco;Todas las edades;Mujeres;2019;1,154
Total Nacional;16 País Vasco;Todas las edades;Mujeres;2018;1,428
Total Nacional;16 País Vasco;Menores de 1 año;Total;2021;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Total;2020;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Total;2019;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Total;2018;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Hombres;2021;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Hombres;2020;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Hombres;2019;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Hombres;2018;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;16 País Vasco;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;16 País Vasco;De 1 a 14 años;Total;2021;0,000
Total Nacional;16 País Vasco;De 1 a 14 años;Total;2020;0,350
Total Nacional;16 País Vasco;De 1 a 14 años;Total;2019;0,693
Total Nacional;16 País Vasco;De 1 a 14 años;Total;2018;0,000
Total Nacional;16 País Vasco;De 1 a 14 años;Hombres;2021;0,000
Total Nacional;16 País Vasco;De 1 a 14 años;Hombres;2020;0,681
Total Nacional;16 País Vasco;De 1 a 14 años;Hombres;2019;0,674
Total Nacional;16 País Vasco;De 1 a 14 años;Hombres;2018;0,000
Total Nacional;16 País Vasco;De 1 a 14 años;Mujeres;2021;0,000
Total Nacional;16 País Vasco;De 1 a 14 años;Mujeres;2020;0,000
Total Nacional;16 País Vasco;De 1 a 14 años;Mujeres;2019;0,712
Total Nacional;16 País Vasco;De 1 a 14 años;Mujeres;2018;0,000
Total Nacional;16 País Vasco;De 15 a 29 años;Total;2021;3,237
Total Nacional;16 País Vasco;De 15 a 29 años;Total;2020;3,300
Total Nacional;16 País Vasco;De 15 a 29 años;Total;2019;1,700
Total Nacional;16 País Vasco;De 15 a 29 años;Total;2018;2,103
Total Nacional;16 País Vasco;De 15 a 29 años;Hombres;2021;5,043
Total Nacional;16 País Vasco;De 15 a 29 años;Hombres;2020;6,466
Total Nacional;16 País Vasco;De 15 a 29 años;Hombres;2019;2,667
Total Nacional;16 País Vasco;De 15 a 29 años;Hombres;2018;2,757
Total Nacional;16 País Vasco;De 15 a 29 años;Mujeres;2021;1,331
Total Nacional;16 País Vasco;De 15 a 29 años;Mujeres;2020;0,000
Total Nacional;16 País Vasco;De 15 a 29 años;Mujeres;2019;0,693
Total Nacional;16 País Vasco;De 15 a 29 años;Mujeres;2018;1,426
Total Nacional;16 País Vasco;De 30 a 39 años;Total;2021;3,266
Total Nacional;16 País Vasco;De 30 a 39 años;Total;2020;1,650
Total Nacional;16 País Vasco;De 30 a 39 años;Total;2019;5,590
Total Nacional;16 País Vasco;De 30 a 39 años;Total;2018;3,459
Total Nacional;16 País Vasco;De 30 a 39 años;Hombres;2021;4,879
Total Nacional;16 País Vasco;De 30 a 39 años;Hombres;2020;1,668
Total Nacional;16 País Vasco;De 30 a 39 años;Hombres;2019;9,678
Total Nacional;16 País Vasco;De 30 a 39 años;Hombres;2018;6,194
Total Nacional;16 País Vasco;De 30 a 39 años;Mujeres;2021;1,640
Total Nacional;16 País Vasco;De 30 a 39 años;Mujeres;2020;1,633
Total Nacional;16 País Vasco;De 30 a 39 años;Mujeres;2019;1,582
Total Nacional;16 País Vasco;De 30 a 39 años;Mujeres;2018;0,763
Total Nacional;16 País Vasco;De 40 a 44 años;Total;2021;2,921
Total Nacional;16 País Vasco;De 40 a 44 años;Total;2020;2,322
Total Nacional;16 País Vasco;De 40 a 44 años;Total;2019;2,829
Total Nacional;16 País Vasco;De 40 a 44 años;Total;2018;4,469
Total Nacional;16 País Vasco;De 40 a 44 años;Hombres;2021;5,778
Total Nacional;16 País Vasco;De 40 a 44 años;Hombres;2020;4,649
Total Nacional;16 País Vasco;De 40 a 44 años;Hombres;2019;3,390
Total Nacional;16 País Vasco;De 40 a 44 años;Hombres;2018;5,550
Total Nacional;16 País Vasco;De 40 a 44 años;Mujeres;2021;0,000
Total Nacional;16 País Vasco;De 40 a 44 años;Mujeres;2020;0,000
Total Nacional;16 País Vasco;De 40 a 44 años;Mujeres;2019;2,267
Total Nacional;16 País Vasco;De 40 a 44 años;Mujeres;2018;3,374
Total Nacional;16 País Vasco;De 45 a 49 años;Total;2021;3,815
Total Nacional;16 País Vasco;De 45 a 49 años;Total;2020;2,243
Total Nacional;16 País Vasco;De 45 a 49 años;Total;2019;2,839
Total Nacional;16 País Vasco;De 45 a 49 años;Total;2018;2,872
Total Nacional;16 País Vasco;De 45 a 49 años;Hombres;2021;5,381
Total Nacional;16 País Vasco;De 45 a 49 años;Hombres;2020;2,231
Total Nacional;16 País Vasco;De 45 a 49 años;Hombres;2019;5,631
Total Nacional;16 País Vasco;De 45 a 49 años;Hombres;2018;4,551
Total Nacional;16 País Vasco;De 45 a 49 años;Mujeres;2021;2,209
Total Nacional;16 País Vasco;De 45 a 49 años;Mujeres;2020;2,255
Total Nacional;16 País Vasco;De 45 a 49 años;Mujeres;2019;0,000
Total Nacional;16 País Vasco;De 45 a 49 años;Mujeres;2018;1,160
Total Nacional;16 País Vasco;De 50 a 54 años;Total;2021;2,886
Total Nacional;16 País Vasco;De 50 a 54 años;Total;2020;1,755
Total Nacional;16 País Vasco;De 50 a 54 años;Total;2019;3,501
Total Nacional;16 País Vasco;De 50 a 54 años;Total;2018;1,164
Total Nacional;16 País Vasco;De 50 a 54 años;Hombres;2021;5,743
Total Nacional;16 País Vasco;De 50 a 54 años;Hombres;2020;3,520
Total Nacional;16 País Vasco;De 50 a 54 años;Hombres;2019;5,862
Total Nacional;16 País Vasco;De 50 a 54 años;Hombres;2018;2,346
Total Nacional;16 País Vasco;De 50 a 54 años;Mujeres;2021;0,000
Total Nacional;16 País Vasco;De 50 a 54 años;Mujeres;2020;0,000
Total Nacional;16 País Vasco;De 50 a 54 años;Mujeres;2019;1,162
Total Nacional;16 País Vasco;De 50 a 54 años;Mujeres;2018;0,000
Total Nacional;16 País Vasco;De 55 a 59 años;Total;2021;2,963
Total Nacional;16 País Vasco;De 55 a 59 años;Total;2020;3,608
Total Nacional;16 País Vasco;De 55 a 59 años;Total;2019;2,433
Total Nacional;16 País Vasco;De 55 a 59 años;Total;2018;3,076
Total Nacional;16 País Vasco;De 55 a 59 años;Hombres;2021;4,850
Total Nacional;16 País Vasco;De 55 a 59 años;Hombres;2020;4,942
Total Nacional;16 País Vasco;De 55 a 59 años;Hombres;2019;5,004
Total Nacional;16 País Vasco;De 55 a 59 años;Hombres;2018;6,331
Total Nacional;16 País Vasco;De 55 a 59 años;Mujeres;2021;1,159
Total Nacional;16 País Vasco;De 55 a 59 años;Mujeres;2020;2,343
Total Nacional;16 País Vasco;De 55 a 59 años;Mujeres;2019;0,000
Total Nacional;16 País Vasco;De 55 a 59 años;Mujeres;2018;0,000
Total Nacional;16 País Vasco;De 60 a 64 años;Total;2021;3,211
Total Nacional;16 País Vasco;De 60 a 64 años;Total;2020;0,655
Total Nacional;16 País Vasco;De 60 a 64 años;Total;2019;2,693
Total Nacional;16 País Vasco;De 60 a 64 años;Total;2018;1,387
Total Nacional;16 País Vasco;De 60 a 64 años;Hombres;2021;5,328
Total Nacional;16 País Vasco;De 60 a 64 años;Hombres;2020;0,000
Total Nacional;16 País Vasco;De 60 a 64 años;Hombres;2019;4,192
Total Nacional;16 País Vasco;De 60 a 64 años;Hombres;2018;1,438
Total Nacional;16 País Vasco;De 60 a 64 años;Mujeres;2021;1,240
Total Nacional;16 País Vasco;De 60 a 64 años;Mujeres;2020;1,263
Total Nacional;16 País Vasco;De 60 a 64 años;Mujeres;2019;1,299
Total Nacional;16 País Vasco;De 60 a 64 años;Mujeres;2018;1,339
Total Nacional;16 País Vasco;De 65 a 69 años;Total;2021;0,761
Total Nacional;16 País Vasco;De 65 a 69 años;Total;2020;1,549
Total Nacional;16 País Vasco;De 65 a 69 años;Total;2019;3,900
Total Nacional;16 País Vasco;De 65 a 69 años;Total;2018;1,556
Total Nacional;16 País Vasco;De 65 a 69 años;Hombres;2021;1,607
Total Nacional;16 País Vasco;De 65 a 69 años;Hombres;2020;3,274
Total Nacional;16 País Vasco;De 65 a 69 años;Hombres;2019;6,591
Total Nacional;16 País Vasco;De 65 a 69 años;Hombres;2018;3,279
Total Nacional;16 País Vasco;De 65 a 69 años;Mujeres;2021;0,000
Total Nacional;16 País Vasco;De 65 a 69 años;Mujeres;2020;0,000
Total Nacional;16 País Vasco;De 65 a 69 años;Mujeres;2019;1,481
Total Nacional;16 País Vasco;De 65 a 69 años;Mujeres;2018;0,000
Total Nacional;16 País Vasco;De 70 a 74 años;Total;2021;3,346
Total Nacional;16 País Vasco;De 70 a 74 años;Total;2020;2,494
Total Nacional;16 País Vasco;De 70 a 74 años;Total;2019;4,184
Total Nacional;16 País Vasco;De 70 a 74 años;Total;2018;4,278
Total Nacional;16 País Vasco;De 70 a 74 años;Hombres;2021;3,626
Total Nacional;16 País Vasco;De 70 a 74 años;Hombres;2020;1,802
Total Nacional;16 País Vasco;De 70 a 74 años;Hombres;2019;9,081
Total Nacional;16 País Vasco;De 70 a 74 años;Hombres;2018;1,862
Total Nacional;16 País Vasco;De 70 a 74 años;Mujeres;2021;3,107
Total Nacional;16 País Vasco;De 70 a 74 años;Mujeres;2020;3,087
Total Nacional;16 País Vasco;De 70 a 74 años;Mujeres;2019;0,000
Total Nacional;16 País Vasco;De 70 a 74 años;Mujeres;2018;6,333
Total Nacional;16 País Vasco;De 75 a 79 años;Total;2021;2,038
Total Nacional;16 País Vasco;De 75 a 79 años;Total;2020;5,285
Total Nacional;16 País Vasco;De 75 a 79 años;Total;2019;3,351
Total Nacional;16 País Vasco;De 75 a 79 años;Total;2018;10,803
Total Nacional;16 País Vasco;De 75 a 79 años;Hombres;2021;2,319
Total Nacional;16 País Vasco;De 75 a 79 años;Hombres;2020;7,208
Total Nacional;16 País Vasco;De 75 a 79 años;Hombres;2019;2,539
Total Nacional;16 País Vasco;De 75 a 79 años;Hombres;2018;16,399
Total Nacional;16 País Vasco;De 75 a 79 años;Mujeres;2021;1,817
Total Nacional;16 País Vasco;De 75 a 79 años;Mujeres;2020;3,774
Total Nacional;16 País Vasco;De 75 a 79 años;Mujeres;2019;3,990
Total Nacional;16 País Vasco;De 75 a 79 años;Mujeres;2018;6,421
Total Nacional;16 País Vasco;De 80 a 84 años;Total;2021;4,401
Total Nacional;16 País Vasco;De 80 a 84 años;Total;2020;7,195
Total Nacional;16 País Vasco;De 80 a 84 años;Total;2019;4,192
Total Nacional;16 País Vasco;De 80 a 84 años;Total;2018;2,648
Total Nacional;16 País Vasco;De 80 a 84 años;Hombres;2021;10,913
Total Nacional;16 País Vasco;De 80 a 84 años;Hombres;2020;7,198
Total Nacional;16 País Vasco;De 80 a 84 años;Hombres;2019;10,528
Total Nacional;16 País Vasco;De 80 a 84 años;Hombres;2018;6,669
Total Nacional;16 País Vasco;De 80 a 84 años;Mujeres;2021;0,000
Total Nacional;16 País Vasco;De 80 a 84 años;Mujeres;2020;7,193
Total Nacional;16 País Vasco;De 80 a 84 años;Mujeres;2019;0,000
Total Nacional;16 País Vasco;De 80 a 84 años;Mujeres;2018;0,000
Total Nacional;16 País Vasco;De 85 a 89 años;Total;2021;5,278
Total Nacional;16 País Vasco;De 85 a 89 años;Total;2020;7,067
Total Nacional;16 País Vasco;De 85 a 89 años;Total;2019;5,368
Total Nacional;16 País Vasco;De 85 a 89 años;Total;2018;5,524
Total Nacional;16 País Vasco;De 85 a 89 años;Hombres;2021;14,929
Total Nacional;16 País Vasco;De 85 a 89 años;Hombres;2020;9,964
Total Nacional;16 País Vasco;De 85 a 89 años;Hombres;2019;10,208
Total Nacional;16 País Vasco;De 85 a 89 años;Hombres;2018;10,556
Total Nacional;16 País Vasco;De 85 a 89 años;Mujeres;2021;0,000
Total Nacional;16 País Vasco;De 85 a 89 años;Mujeres;2020;5,475
Total Nacional;16 País Vasco;De 85 a 89 años;Mujeres;2019;2,755
Total Nacional;16 País Vasco;De 85 a 89 años;Mujeres;2018;2,828
Total Nacional;16 País Vasco;De 90 a 94 años;Total;2021;0,000
Total Nacional;16 País Vasco;De 90 a 94 años;Total;2020;3,925
Total Nacional;16 País Vasco;De 90 a 94 años;Total;2019;12,234
Total Nacional;16 País Vasco;De 90 a 94 años;Total;2018;4,291
Total Nacional;16 País Vasco;De 90 a 94 años;Hombres;2021;0,000
Total Nacional;16 País Vasco;De 90 a 94 años;Hombres;2020;13,854
Total Nacional;16 País Vasco;De 90 a 94 años;Hombres;2019;44,047
Total Nacional;16 País Vasco;De 90 a 94 años;Hombres;2018;15,920
Total Nacional;16 País Vasco;De 90 a 94 años;Mujeres;2021;0,000
Total Nacional;16 País Vasco;De 90 a 94 años;Mujeres;2020;0,000
Total Nacional;16 País Vasco;De 90 a 94 años;Mujeres;2019;0,000
Total Nacional;16 País Vasco;De 90 a 94 años;Mujeres;2018;0,000
Total Nacional;16 País Vasco;95 y más años;Total;2021;0,000
Total Nacional;16 País Vasco;95 y más años;Total;2020;0,000
Total Nacional;16 País Vasco;95 y más años;Total;2019;15,112
Total Nacional;16 País Vasco;95 y más años;Total;2018;0,000
Total Nacional;16 País Vasco;95 y más años;Hombres;2021;0,000
Total Nacional;16 País Vasco;95 y más años;Hombres;2020;0,000
Total Nacional;16 País Vasco;95 y más años;Hombres;2019;0,000
Total Nacional;16 País Vasco;95 y más años;Hombres;2018;0,000
Total Nacional;16 País Vasco;95 y más años;Mujeres;2021;0,000
Total Nacional;16 País Vasco;95 y más años;Mujeres;2020;0,000
Total Nacional;16 País Vasco;95 y más años;Mujeres;2019;18,827
Total Nacional;16 País Vasco;95 y más años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;Todas las edades;Total;2021;3,130
Total Nacional;17 Rioja, La;Todas las edades;Total;2020;3,480
Total Nacional;17 Rioja, La;Todas las edades;Total;2019;5,088
Total Nacional;17 Rioja, La;Todas las edades;Total;2018;3,838
Total Nacional;17 Rioja, La;Todas las edades;Hombres;2021;3,804
Total Nacional;17 Rioja, La;Todas las edades;Hombres;2020;6,421
Total Nacional;17 Rioja, La;Todas las edades;Hombres;2019;9,036
Total Nacional;17 Rioja, La;Todas las edades;Hombres;2018;5,186
Total Nacional;17 Rioja, La;Todas las edades;Mujeres;2021;2,472
Total Nacional;17 Rioja, La;Todas las edades;Mujeres;2020;0,624
Total Nacional;17 Rioja, La;Todas las edades;Mujeres;2019;1,254
Total Nacional;17 Rioja, La;Todas las edades;Mujeres;2018;2,525
Total Nacional;17 Rioja, La;Menores de 1 año;Total;2021;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Total;2020;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Total;2019;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Total;2018;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Hombres;2021;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Hombres;2020;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Hombres;2019;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Hombres;2018;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 1 a 14 años;Total;2021;0,000
Total Nacional;17 Rioja, La;De 1 a 14 años;Total;2020;0,000
Total Nacional;17 Rioja, La;De 1 a 14 años;Total;2019;2,329
Total Nacional;17 Rioja, La;De 1 a 14 años;Total;2018;2,315
Total Nacional;17 Rioja, La;De 1 a 14 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 1 a 14 años;Hombres;2020;0,000
